SampleID,Source,A name,B name,F1,N1,S/N 1,F2,N2,S/N 2,sample num,A type,B type,RealData [yes=1]
train3123,INDEP,A,B,NA,NA,NA,NA,NA,NA,7709,Numerical,Numerical,0
train3124,ARTIFCE,A,B,cubic,postmult,0.5,NA,NA,NA,6129,Numerical,Numerical,0
train3125,ARTIFCE,A,B,exp,postadd,0.5,NA,NA,NA,738,Numerical,Numerical,0
train3126,RLTDREAL,RPL24B-YGR148C-16 RPL24B,FHL1-YPR104C-16 FHL1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train3127,INDEP,A,B,NA,NA,NA,NA,NA,NA,3598,Categorical,Numerical,0
train3128,RELATED,A,B,sine,premult,1,log,postadd,0.5,1682,Numerical,Binary,0
train3129,ARTIFCE,A,B,cubic,premult,2,NA,NA,NA,546,Numerical,Numerical,0
train3130,ARTIFCE,A,B,log,postmult,1,NA,NA,NA,686,Binary,Numerical,0
train3131,ARTIFCE,A,B,rbf,postmult,2,NA,NA,NA,4217,Numerical,Numerical,0
train3132,YEAST,GCN4-YEL009C-16 GCN4,UBA1-YKL210W-16 UBA1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train3133,RELATED,A,B,hyperbola,postmult,0.25,parabola,preadd,1,3285,Numerical,Numerical,0
train3134,ARTIFCE,A,B,log,premult,0.25,NA,NA,NA,687,Numerical,Numerical,0
train3135,ARTIFCE,A,B,sqrt,premult,0.5,NA,NA,NA,4517,Numerical,Numerical,0
train3136,INDEP,A,B,NA,NA,NA,NA,NA,NA,1744,Binary,Categorical,0
train3137,ARTIFCE,A,B,rbf,postadd,0.5,NA,NA,NA,7135,Numerical,Binary,0
train3138,IDPTREAL,Weight,org,NA,NA,NA,NA,NA,NA,406,Numerical,Categorical,1
train3139,ARTIFCE,A,B,tanh,preadd,0.25,NA,NA,NA,2705,Numerical,Numerical,0
train3140,ARTIFCE,A,B,tanh,postmult,1,NA,NA,NA,6575,Binary,Numerical,0
train3141,ARTIFCE,A,B,sqrt,preadd,2,NA,NA,NA,552,Numerical,Numerical,0
train3142,RELATED,A,B,exp,postmult,1,exp,postmult,2,741,Numerical,Binary,0
train3143,INDEP,A,B,NA,NA,NA,NA,NA,NA,1045,Numerical,Categorical,0
train3144,INDEP,A,B,NA,NA,NA,NA,NA,NA,2048,Numerical,Numerical,0
train3145,INDEP,A,B,NA,NA,NA,NA,NA,NA,2124,Numerical,Numerical,0
train3146,ARTIFCE,A,B,cubic,postmult,0.25,NA,NA,NA,1278,Numerical,Categorical,0
train3147,ARTIFCE,A,B,rbf,preadd,2,NA,NA,NA,969,Numerical,Numerical,0
train3148,RELATED,A,B,hyperbola,postmult,2,sine,preadd,1,2827,Numerical,Numerical,0
train3149,INDEP,A,B,NA,NA,NA,NA,NA,NA,3317,Categorical,Binary,0
train3150,ARTIFCE,A,B,tanh,postmult,2,NA,NA,NA,3833,Numerical,Numerical,0
train3151,RELATED,A,B,hyperbola,postmult,0.5,cubic,premult,1,4543,Categorical,Numerical,0
train3152,INDEP,A,B,NA,NA,NA,NA,NA,NA,1846,Numerical,Numerical,0
train3153,ARTIFCE,A,B,parabola,postadd,2,NA,NA,NA,1585,Numerical,Binary,0
train3154,INDEP,A,B,NA,NA,NA,NA,NA,NA,671,Numerical,Binary,0
train3155,INDEP,A,B,NA,NA,NA,NA,NA,NA,3452,Categorical,Numerical,0
train3156,ECOLI,deoD-b4384-15 deoD,crp-b3357-15 crp,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train3157,RELATED,A,B,sqrt,preadd,0.5,line,postadd,1,1553,Numerical,Numerical,0
train3158,INDEP,A,B,NA,NA,NA,NA,NA,NA,3283,Numerical,Numerical,0
train3159,INDEP,A,B,NA,NA,NA,NA,NA,NA,2640,Numerical,Categorical,0
train3160,ARTIFCE,A,B,cubic,postadd,2,NA,NA,NA,7710,Numerical,Numerical,0
train3161,ARTIFCE,A,B,parabola,preadd,1,NA,NA,NA,509,Numerical,Numerical,0
train3162,ARTIFCE,A,B,sine,premult,0.5,NA,NA,NA,1202,Categorical,Numerical,0
train3163,INDEP,A,B,NA,NA,NA,NA,NA,NA,7499,Binary,Numerical,0
train3164,ARTIFCE,A,B,rbf,preadd,0.5,NA,NA,NA,1063,Numerical,Numerical,0
train3165,CAR,org,Model,NA,NA,NA,NA,NA,NA,406,Categorical,Categorical,1
train3166,ARTIFCE,A,B,sqrt,preadd,1,NA,NA,NA,1312,Categorical,Numerical,0
train3167,ARTIFCE,A,B,log,postmult,0.5,NA,NA,NA,3548,Numerical,Numerical,0
train3168,ARTIFCE,A,B,cubic,postadd,0.25,NA,NA,NA,1215,Numerical,Numerical,0
train3169,CAR,cyl4,Model-Year,NA,NA,NA,NA,NA,NA,406,Binary,Numerical,1
train3170,ARTIFCE,A,B,exp,postadd,0.25,NA,NA,NA,977,Numerical,Numerical,0
train3171,ARTIFCE,A,B,sqrt,postmult,1,NA,NA,NA,2844,Numerical,Numerical,0
train3172,RELATED,A,B,sqrt,premult,0.25,hyperbola,postadd,1,2283,Numerical,Numerical,0
train3173,ARTIFCE,A,B,rbf,postadd,1,NA,NA,NA,6192,Numerical,Numerical,0
train3174,ECOLI,norW-b2711-15 norW,ihfB-b0912-15 ihfB,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train3175,IMPORTS2,fuel-system,normalized-losses,NA,NA,NA,NA,NA,NA,164,Categorical,Numerical,1
train3176,INDEP,A,B,NA,NA,NA,NA,NA,NA,573,Numerical,Numerical,0
train3177,INDEP,A,B,NA,NA,NA,NA,NA,NA,3714,Numerical,Numerical,0
train3178,ARTIFCE,A,B,exp,premult,0.5,NA,NA,NA,7521,Numerical,Numerical,0
train3179,ARTIFCE,A,B,rbf,postadd,1,NA,NA,NA,3592,Numerical,Categorical,0
train3180,ARTIFCE,A,B,hyperbola,postadd,0.25,NA,NA,NA,520,Numerical,Numerical,0
train3181,RELATED,A,B,atanh,postmult,0.5,cubic,premult,0.5,782,Numerical,Numerical,0
train3182,YEAST,PHO86-YJL117W-16 PHO86,CBF1-YJR060W-16 CBF1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train3183,ARTIFCE,A,B,sqrt,premult,0.5,NA,NA,NA,559,Numerical,Binary,0
train3184,ARTIFCE,A,B,rbf,postmult,0.5,NA,NA,NA,5183,Numerical,Binary,0
train3185,ARTIFCE,A,B,cubic,preadd,0.5,NA,NA,NA,1488,Numerical,Numerical,0
train3186,RELATED,A,B,tanh,premult,1,sine,premult,2,2125,Binary,Categorical,0
train3187,RELATED,A,B,tanh,preadd,2,parabola,premult,1,2200,Binary,Numerical,0
train3188,RELATED,A,B,sqrt,postmult,0.25,parabola,premult,1,2688,Numerical,Categorical,0
train3189,IDPTREAL,engine-size,curb-weight,NA,NA,NA,NA,NA,NA,205,Numerical,Numerical,1
train3190,ARTIFCE,A,B,parabola,preadd,0.25,NA,NA,NA,703,Binary,Binary,0
train3191,INDEP,A,B,NA,NA,NA,NA,NA,NA,1139,Categorical,Numerical,0
train3192,ARTIFCE,A,B,sine,postmult,0.5,NA,NA,NA,522,Numerical,Numerical,0
train3193,RELATED,A,B,hyperbola,premult,0.5,rbf,preadd,1,2384,Numerical,Categorical,0
train3194,ECOLI,cytR-b3934-14 cytR,nupG-b2964-15 nupG,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train3195,ARTIFCE,A,B,hyperbola,preadd,2,NA,NA,NA,2109,Categorical,Numerical,0
train3196,ARTIFCE,A,B,cubic,postmult,1,NA,NA,NA,1130,Numerical,Numerical,0
train3197,RELATED,A,B,cubic,preadd,0.25,hyperbola,preadd,0.5,1343,Numerical,Numerical,0
train3198,RELATED,A,B,rbf,preadd,0.25,line,premult,1,2925,Numerical,Numerical,0
train3199,INDEP,A,B,NA,NA,NA,NA,NA,NA,5211,Categorical,Categorical,0
train3200,INDEP,A,B,NA,NA,NA,NA,NA,NA,722,Numerical,Numerical,0
train3201,INDEP,A,B,NA,NA,NA,NA,NA,NA,1312,Numerical,Binary,0
train3202,ARTIFCE,A,B,cubic,postadd,2,NA,NA,NA,4637,Numerical,Numerical,0
train3203,RELATED,A,B,sine,postadd,0.25,hyperbola,preadd,2,3724,Categorical,Numerical,0
train3204,RELATED,A,B,sine,premult,0.5,line,postmult,1,632,Binary,Binary,0
train3205,INDEP,A,B,NA,NA,NA,NA,NA,NA,4090,Numerical,Categorical,0
train3206,IDPTREAL,Horizontal-Distance-To-Hydrology,Soil,NA,NA,NA,NA,NA,NA,1662,Numerical,Categorical,1
train3207,ARTIFCE,A,B,rbf,preadd,1,NA,NA,NA,5909,Numerical,Numerical,0
train3208,IDPTREAL,Hillshade-9am,Soil,NA,NA,NA,NA,NA,NA,4609,Numerical,Categorical,1
train3209,ECOLI,lexA-b4043-15 lexA,recA-b2699-15 recA,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train3210,RELATED,A,B,cubic,premult,0.5,sine,postadd,0.5,1383,Numerical,Categorical,0
train3211,INDEP,A,B,NA,NA,NA,NA,NA,NA,6904,Categorical,Binary,0
train3212,ARTIFCE,A,B,sine,preadd,1,NA,NA,NA,2897,Numerical,Numerical,0
train3213,RELATED,A,B,atanh,postadd,1,parabola,postadd,1,7021,Numerical,Binary,0
train3214,INDEP,A,B,NA,NA,NA,NA,NA,NA,4641,Numerical,Numerical,0
train3215,ARTIFCE,A,B,sine,postmult,2,NA,NA,NA,1414,Numerical,Numerical,0
train3216,INDEP,A,B,NA,NA,NA,NA,NA,NA,3088,Categorical,Numerical,0
train3217,ARTIFCE,A,B,cubic,postmult,0.5,NA,NA,NA,1625,Binary,Binary,0
train3218,RLTDREAL,sgbE-b3583-15 sgbE,yiaJ-b3574-14 yiaJ,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train3219,RELATED,A,B,line,postmult,0.25,atanh,postadd,0.5,1288,Numerical,Numerical,0
train3220,ARTIFCE,A,B,rbf,preadd,1,NA,NA,NA,1967,Numerical,Numerical,0
train3221,INDEP,A,B,NA,NA,NA,NA,NA,NA,7489,Binary,Numerical,0
train3222,ARTIFCE,A,B,exp,postadd,0.25,NA,NA,NA,952,Numerical,Numerical,0
train3223,RELATED,A,B,line,postadd,2,sine,preadd,1,7736,Categorical,Categorical,0
train3224,RELATED,A,B,sine,postmult,2,tanh,postmult,0.25,5079,Numerical,Numerical,0
train3225,ARTIFCE,A,B,sine,premult,2,NA,NA,NA,4751,Numerical,Numerical,0
train3226,INDEP,A,B,NA,NA,NA,NA,NA,NA,1189,Numerical,Binary,0
train3227,RLTDREAL,COT1-YOR316C-16 COT1,AFT2-YPL202C-16 AFT2,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train3228,INDEP,A,B,NA,NA,NA,NA,NA,NA,7034,Numerical,Numerical,0
train3229,ARTIFCE,A,B,sine,premult,2,NA,NA,NA,735,Numerical,Binary,0
train3230,RELATED,A,B,log,premult,1,sqrt,postmult,1,660,Binary,Numerical,0
train3231,ARTIFCE,A,B,cubic,premult,1,NA,NA,NA,1361,Binary,Numerical,0
train3232,ARTIFCE,A,B,rbf,postmult,0.25,NA,NA,NA,1841,Numerical,Numerical,0
train3233,ARTIFCE,A,B,exp,premult,2,NA,NA,NA,2550,Numerical,Numerical,0
train3234,ARTIFCE,A,B,parabola,preadd,0.5,NA,NA,NA,981,Numerical,Numerical,0
train3235,RELATED,A,B,hyperbola,postmult,2,hyperbola,preadd,1,4314,Binary,Numerical,0
train3236,RELATED,A,B,sine,preadd,1,parabola,postmult,2,1899,Numerical,Numerical,0
train3237,ARTIFCE,A,B,atanh,premult,1,NA,NA,NA,2836,Numerical,Numerical,0
train3238,RELATED,A,B,hyperbola,postmult,2,line,postmult,2,4778,Numerical,Binary,0
train3239,RELATED,A,B,hyperbola,preadd,0.25,rbf,postmult,1,2908,Numerical,Numerical,0
train3240,INDEP,A,B,NA,NA,NA,NA,NA,NA,1010,Categorical,Binary,0
train3241,INDEP,A,B,NA,NA,NA,NA,NA,NA,2022,Numerical,Categorical,0
train3242,INDEP,A,B,NA,NA,NA,NA,NA,NA,1150,Numerical,Categorical,0
train3243,ARTIFCE,A,B,parabola,premult,1,NA,NA,NA,1386,Binary,Numerical,0
train3244,ARTIFCE,A,B,cubic,preadd,0.5,NA,NA,NA,648,Numerical,Numerical,0
train3245,ARTIFCE,A,B,hyperbola,postmult,0.5,NA,NA,NA,3203,Numerical,Categorical,0
train3246,RELATED,A,B,sine,postmult,2,atanh,preadd,0.25,2859,Numerical,Numerical,0
train3247,ARTIFCE,A,B,exp,premult,1,NA,NA,NA,7091,Numerical,Numerical,0
train3248,ARTIFCE,A,B,sine,premult,0.25,NA,NA,NA,2334,Numerical,Numerical,0
train3249,INDEP,A,B,NA,NA,NA,NA,NA,NA,1865,Numerical,Categorical,0
train3250,RLTDREAL,REB1-YBR049C-16 REB1,YML081W-16 YML081W,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train3251,ARTIFCE,A,B,cubic,premult,0.5,NA,NA,NA,630,Numerical,Numerical,0
train3252,IDPTREAL,PHD1-YKL043W-16 PHD1,CYC8-YBR112C-16 CYC8,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train3253,RELATED,A,B,log,premult,2,cubic,postadd,0.25,3091,Numerical,Numerical,0
train3254,RELATED,A,B,parabola,postmult,0.25,cubic,premult,1,1366,Numerical,Binary,0
train3255,ARTIFCE,A,B,cubic,premult,1,NA,NA,NA,797,Numerical,Numerical,0
train3256,RELATED,A,B,exp,premult,0.25,hyperbola,premult,2,7089,Binary,Numerical,0
train3257,ARTIFCE,A,B,atanh,postadd,0.5,NA,NA,NA,1877,Categorical,Numerical,0
train3258,ARTIFCE,A,B,line,postmult,0.25,NA,NA,NA,3831,Categorical,Numerical,0
train3259,RELATED,A,B,parabola,preadd,0.25,line,premult,0.5,7070,Numerical,Numerical,0
train3260,INDEP,A,B,NA,NA,NA,NA,NA,NA,510,Numerical,Numerical,0
train3261,RELATED,A,B,hyperbola,postmult,2,sqrt,premult,2,6511,Numerical,Numerical,0
train3262,INDEP,A,B,NA,NA,NA,NA,NA,NA,702,Numerical,Categorical,0
train3263,ARTIFCE,A,B,tanh,postadd,0.25,NA,NA,NA,994,Numerical,Numerical,0
train3264,RELATED,A,B,cubic,premult,0.25,rbf,premult,0.5,1989,Categorical,Numerical,0
train3265,ARTIFCE,A,B,sqrt,premult,1,NA,NA,NA,1533,Numerical,Numerical,0
train3266,YEAST,AFT2-YPL202C-16 AFT2,SUE1-YPR151C-16 SUE1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train3267,ARTIFCE,A,B,atanh,preadd,1,NA,NA,NA,956,Categorical,Numerical,0
train3268,INDEP,A,B,NA,NA,NA,NA,NA,NA,889,Numerical,Numerical,0
train3269,RLTDREAL,spy-b1743-15 spy,cpxR-b3912-14 cpxR,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train3270,RELATED,A,B,parabola,postadd,0.25,log,premult,2,2005,Numerical,Categorical,0
train3271,ARTIFCE,A,B,sqrt,preadd,2,NA,NA,NA,4795,Numerical,Numerical,0
train3272,INDEP,A,B,NA,NA,NA,NA,NA,NA,1317,Binary,Numerical,0
train3273,RELATED,A,B,rbf,premult,2,rbf,postmult,1,1134,Numerical,Numerical,0
train3274,YEAST,MCM1-YMR043W-16 MCM1,DBF2-YGR092W-16 DBF2,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train3275,INDEP,A,B,NA,NA,NA,NA,NA,NA,1069,Numerical,Numerical,0
train3276,RELATED,A,B,sqrt,premult,2,cubic,premult,0.5,604,Binary,Categorical,0
train3277,INDEP,A,B,NA,NA,NA,NA,NA,NA,596,Binary,Binary,0
train3278,RELATED,A,B,sqrt,premult,2,rbf,postadd,0.5,1055,Binary,Binary,0
train3279,INDEP,A,B,NA,NA,NA,NA,NA,NA,1257,Numerical,Numerical,0
train3280,ARTIFCE,A,B,sqrt,premult,2,NA,NA,NA,2747,Numerical,Binary,0
train3281,YEAST,FAA1-YOR317W-16 FAA1,SKO1-YNL167C-16 SKO1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train3282,ARTIFCE,A,B,parabola,postadd,1,NA,NA,NA,591,Numerical,Numerical,0
train3283,RELATED,A,B,cubic,postadd,0.5,log,postadd,1,2602,Binary,Categorical,0
train3284,RELATED,A,B,rbf,postmult,2,exp,preadd,1,2834,Numerical,Categorical,0
train3285,ARTIFCE,A,B,rbf,postadd,1,NA,NA,NA,1058,Numerical,Numerical,0
train3286,ARTIFCE,A,B,rbf,postmult,0.5,NA,NA,NA,2621,Numerical,Numerical,0
train3287,ARTIFCE,A,B,hyperbola,premult,2,NA,NA,NA,943,Numerical,Numerical,0
train3288,RELATED,A,B,cubic,postadd,1,rbf,preadd,0.25,658,Binary,Binary,0
train3289,RELATED,A,B,cubic,postmult,1,log,postmult,1,3129,Binary,Numerical,0
train3290,INDEP,A,B,NA,NA,NA,NA,NA,NA,3797,Numerical,Numerical,0
train3291,RELATED,A,B,exp,postadd,2,hyperbola,postmult,0.5,859,Numerical,Numerical,0
train3292,INDEP,A,B,NA,NA,NA,NA,NA,NA,4532,Binary,Numerical,0
train3293,INDEP,A,B,NA,NA,NA,NA,NA,NA,4903,Binary,Numerical,0
train3294,ARTIFCE,A,B,sqrt,preadd,1,NA,NA,NA,1232,Numerical,Numerical,0
train3295,ADA,hoursPerWeek,race,NA,NA,NA,NA,NA,NA,3217,Numerical,Categorical,1
train3296,RELATED,A,B,sqrt,preadd,2,tanh,postmult,0.5,1274,Numerical,Binary,0
train3297,INDEP,A,B,NA,NA,NA,NA,NA,NA,694,Numerical,Binary,0
train3298,RELATED,A,B,exp,postadd,1,tanh,postadd,2,3226,Numerical,Binary,0
train3299,ARTIFCE,A,B,tanh,preadd,2,NA,NA,NA,2818,Numerical,Numerical,0
train3300,RELATED,A,B,log,preadd,0.25,tanh,preadd,0.25,3354,Binary,Categorical,0
train3301,INDEP,A,B,NA,NA,NA,NA,NA,NA,3632,Numerical,Numerical,0
train3302,IDPTREAL,Heating Load,Relative Compactness,NA,NA,NA,NA,NA,NA,708,Numerical,Numerical,1
train3303,INDEP,A,B,NA,NA,NA,NA,NA,NA,2486,Numerical,Numerical,0
train3304,INDEP,A,B,NA,NA,NA,NA,NA,NA,2016,Numerical,Numerical,0
train3305,RELATED,A,B,sqrt,preadd,1,line,postadd,0.5,1854,Categorical,Numerical,0
train3306,INDEP,A,B,NA,NA,NA,NA,NA,NA,1632,Categorical,Numerical,0
train3307,INDEP,A,B,NA,NA,NA,NA,NA,NA,636,Numerical,Numerical,0
train3308,RELATED,A,B,tanh,postmult,1,tanh,premult,0.25,502,Numerical,Numerical,0
train3309,RELATED,A,B,rbf,postadd,1,exp,premult,0.25,534,Numerical,Numerical,0
train3310,INDEP,A,B,NA,NA,NA,NA,NA,NA,2283,Binary,Numerical,0
train3311,ARTIFCE,A,B,line,preadd,1,NA,NA,NA,3278,Categorical,Numerical,0
train3312,ARTIFCE,A,B,cubic,preadd,0.25,NA,NA,NA,906,Numerical,Categorical,0
train3313,ARTIFCE,A,B,tanh,postadd,0.5,NA,NA,NA,2319,Numerical,Categorical,0
train3314,RLTDREAL,PUP1-YOR157C-16 PUP1,REB1-YBR049C-16 REB1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train3315,ARTIFCE,A,B,line,postadd,1,NA,NA,NA,1987,Numerical,Numerical,0
train3316,ARTIFCE,A,B,cubic,postmult,0.5,NA,NA,NA,2244,Numerical,Numerical,0
train3317,ARTIFCE,A,B,line,postadd,0.5,NA,NA,NA,1116,Numerical,Numerical,0
train3318,ECOLI,ulaC-b4195-15 ulaC,ihfB-b0912-15 ihfB,NA,NA,NA,NA,NA,NA,634,Numerical,Numerical,1
train3319,RELATED,A,B,cubic,postadd,1,sqrt,preadd,2,734,Binary,Numerical,0
train3320,INDEP,A,B,NA,NA,NA,NA,NA,NA,657,Numerical,Categorical,0
train3321,ARTIFCE,A,B,tanh,postmult,0.25,NA,NA,NA,793,Numerical,Categorical,0
train3322,ARTIFCE,A,B,hyperbola,postadd,1,NA,NA,NA,1108,Numerical,Numerical,0
train3323,RADIA,Irradiation,A-23-P121702,NA,NA,NA,NA,NA,NA,461,Binary,Numerical,1
train3324,CAR,Model,MPG,NA,NA,NA,NA,NA,NA,398,Categorical,Numerical,1
train3325,RELATED,A,B,tanh,postmult,0.5,sine,preadd,0.25,5364,Binary,Categorical,0
train3326,ARTIFCE,A,B,hyperbola,premult,2,NA,NA,NA,1319,Numerical,Categorical,0
train3327,INDEP,A,B,NA,NA,NA,NA,NA,NA,7987,Numerical,Numerical,0
train3328,ARTIFCE,A,B,line,preadd,1,NA,NA,NA,2777,Numerical,Categorical,0
train3329,ARTIFCE,A,B,log,preadd,0.25,NA,NA,NA,910,Numerical,Numerical,0
train3330,RLTDREAL,Claim-Amount,Var2,NA,NA,NA,NA,NA,NA,2859,Numerical,Numerical,1
train3331,ARTIFCE,A,B,parabola,premult,0.5,NA,NA,NA,2248,Categorical,Numerical,0
train3332,ARTIFCE,A,B,atanh,premult,1,NA,NA,NA,4246,Categorical,Numerical,0
train3333,RLTDREAL,sdiA-b1916-14 sdiA,ydiV-b1707-14 ydiV,NA,NA,NA,NA,NA,NA,526,Numerical,Numerical,1
train3334,ARTIFCE,A,B,atanh,postadd,0.5,NA,NA,NA,2033,Numerical,Numerical,0
train3335,ARTIFCE,A,B,cubic,premult,0.5,NA,NA,NA,904,Numerical,Categorical,0
train3336,ARTIFCE,A,B,sine,premult,2,NA,NA,NA,2460,Numerical,Numerical,0
train3337,IDPTREAL,FKH1-YIL131C-16 FKH1,BUD8-YLR353W-16 BUD8,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train3338,RLTDREAL,gadE-b3512-15 gadE,gadA-b3517-15 gadA,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train3339,RELATED,A,B,tanh,postadd,2,sqrt,preadd,0.25,4201,Binary,Numerical,0
train3340,ARTIFCE,A,B,cubic,postadd,0.25,NA,NA,NA,1146,Numerical,Numerical,0
train3341,INDEP,A,B,NA,NA,NA,NA,NA,NA,4661,Binary,Numerical,0
train3342,INDEP,A,B,NA,NA,NA,NA,NA,NA,4440,Numerical,Numerical,0
train3343,YEAST,PMA1-YGL008C-16 PMA1,ACE2-YLR131C-16 ACE2,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train3344,IDPTREAL,HSL1-YKL101W-16 HSL1,AFT2-YPL202C-16 AFT2,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train3345,IDPTREAL,Water level,Algal frequency 2,NA,NA,NA,NA,NA,NA,340,Categorical,Numerical,1
train3346,ARTIFCE,A,B,exp,preadd,1,NA,NA,NA,766,Numerical,Categorical,0
train3347,ARTIFCE,A,B,rbf,preadd,1,NA,NA,NA,921,Numerical,Numerical,0
train3348,ARTIFCE,A,B,cubic,premult,1,NA,NA,NA,608,Numerical,Numerical,0
train3349,INDEP,A,B,NA,NA,NA,NA,NA,NA,5308,Numerical,Numerical,0
train3350,ARTIFCE,A,B,exp,preadd,1,NA,NA,NA,6676,Numerical,Numerical,0
train3351,INDEP,A,B,NA,NA,NA,NA,NA,NA,3663,Numerical,Numerical,0
train3352,ARTIFCE,A,B,log,postadd,0.5,NA,NA,NA,1903,Numerical,Numerical,0
train3353,RELATED,A,B,cubic,postmult,0.5,log,premult,0.5,4343,Binary,Binary,0
train3354,RADIA,Irradiation,A-23-P97860,NA,NA,NA,NA,NA,NA,461,Binary,Numerical,1
train3355,IDPTREAL,tam-b1519-15 tam,crp-b3357-15 crp,NA,NA,NA,NA,NA,NA,577,Numerical,Numerical,1
train3356,ARTIFCE,A,B,rbf,postmult,1,NA,NA,NA,613,Numerical,Numerical,0
train3357,ARTIFCE,A,B,rbf,postadd,2,NA,NA,NA,2141,Binary,Numerical,0
train3358,ARTIFCE,A,B,sqrt,postadd,1,NA,NA,NA,1367,Numerical,Numerical,0
train3359,ARTIFCE,A,B,parabola,postmult,2,NA,NA,NA,4897,Numerical,Numerical,0
train3360,ARTIFCE,A,B,log,preadd,0.5,NA,NA,NA,4580,Categorical,Numerical,0
train3361,CAR,MPG,org,NA,NA,NA,NA,NA,NA,398,Numerical,Categorical,1
train3362,ARTIFCE,A,B,cubic,preadd,0.25,NA,NA,NA,3916,Categorical,Numerical,0
train3363,ARTIFCE,A,B,sine,postmult,1,NA,NA,NA,1001,Numerical,Numerical,0
train3364,INDEP,A,B,NA,NA,NA,NA,NA,NA,2183,Numerical,Binary,0
train3365,ECOLI,tdcC-b3116-14 tdcC,ihfB-b0912-15 ihfB,NA,NA,NA,NA,NA,NA,734,Numerical,Numerical,1
train3366,PROCA,Total cancer volume,Time of recurrence or last examination.,NA,NA,NA,NA,NA,NA,53,Numerical,Numerical,1
train3367,ARTIFCE,A,B,tanh,postmult,0.5,NA,NA,NA,681,Categorical,Numerical,0
train3368,ARTIFCE,A,B,tanh,postadd,0.25,NA,NA,NA,5266,Binary,Numerical,0
train3369,ECOLI,galE-b0759-14 galE,crp-b3357-15 crp,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train3370,INDEP,A,B,NA,NA,NA,NA,NA,NA,3533,Numerical,Numerical,0
train3371,ARTIFCE,A,B,hyperbola,preadd,1,NA,NA,NA,1196,Numerical,Numerical,0
train3372,YEAST,ARG5;6-YER069W-16 ARG5;6,GCN4-YEL009C-16 GCN4,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train3373,RELATED,A,B,line,premult,1,hyperbola,premult,0.5,2147,Numerical,Numerical,0
train3374,ARTIFCE,A,B,atanh,premult,2,NA,NA,NA,2128,Numerical,Numerical,0
train3375,AIDS,death,state,NA,NA,NA,NA,NA,NA,2843,Numerical,Categorical,1
train3376,ARTIFCE,A,B,sqrt,postadd,0.5,NA,NA,NA,2194,Numerical,Numerical,0
train3377,ARTIFCE,A,B,rbf,postmult,0.5,NA,NA,NA,5773,Categorical,Numerical,0
train3378,ECOLI,flhC-b1891-15 flhC,gltL-b0652-14 gltL,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train3379,ARTIFCE,A,B,tanh,preadd,0.25,NA,NA,NA,1471,Numerical,Numerical,0
train3380,ARTIFCE,A,B,atanh,premult,0.5,NA,NA,NA,6847,Categorical,Categorical,0
train3381,ARTIFCE,A,B,sqrt,preadd,1,NA,NA,NA,2918,Numerical,Numerical,0
train3382,INDEP,A,B,NA,NA,NA,NA,NA,NA,1157,Numerical,Binary,0
train3383,ARTIFCE,A,B,tanh,preadd,2,NA,NA,NA,1127,Binary,Numerical,0
train3384,RELATED,A,B,hyperbola,postmult,1,exp,premult,0.25,1489,Numerical,Binary,0
train3385,IDPTREAL,peak-rpm,engine-type,NA,NA,NA,NA,NA,NA,203,Numerical,Categorical,1
train3386,INDEP,A,B,NA,NA,NA,NA,NA,NA,3335,Categorical,Categorical,0
train3387,ARTIFCE,A,B,exp,postadd,2,NA,NA,NA,2101,Categorical,Binary,0
train3388,ARTIFCE,A,B,sqrt,postmult,1,NA,NA,NA,3014,Categorical,Numerical,0
train3389,ECOLI,cynS-b0340-15 cynS,cynR-b0338-15 cynR,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train3390,RELATED,A,B,rbf,preadd,2,sqrt,postadd,0.5,964,Numerical,Categorical,0
train3391,RELATED,A,B,rbf,postmult,1,atanh,postmult,1,1747,Numerical,Numerical,0
train3392,ARTIFCE,A,B,hyperbola,premult,0.5,NA,NA,NA,736,Numerical,Numerical,0
