SampleID,A type,B type
train3118,Numerical,Numerical
train3119,Numerical,Numerical
train3120,Categorical,Binary
train3121,Categorical,Numerical
train3122,Numerical,Numerical
train3123,Numerical,Numerical
train3124,Numerical,Numerical
train3125,Numerical,Numerical
train3126,Numerical,Numerical
train3127,Categorical,Numerical
train3128,Numerical,Binary
train3129,Numerical,Numerical
train3130,Binary,Numerical
train3131,Numerical,Numerical
train3132,Numerical,Numerical
train3133,Numerical,Numerical
train3134,Numerical,Numerical
train3135,Numerical,Numerical
train3136,Binary,Categorical
train3137,Numerical,Binary
train3138,Numerical,Categorical
train3139,Numerical,Numerical
train3140,Binary,Numerical
train3141,Numerical,Numerical
train3142,Numerical,Binary
train3143,Numerical,Categorical
train3144,Numerical,Numerical
train3145,Numerical,Numerical
train3146,Numerical,Categorical
train3147,Numerical,Numerical
train3148,Numerical,Numerical
train3149,Categorical,Binary
train3150,Numerical,Numerical
train3151,Categorical,Numerical
train3152,Numerical,Numerical
train3153,Numerical,Binary
train3154,Numerical,Binary
train3155,Categorical,Numerical
train3156,Numerical,Numerical
train3157,Numerical,Numerical
train3158,Numerical,Numerical
train3159,Numerical,Categorical
train3160,Numerical,Numerical
train3161,Numerical,Numerical
train3162,Categorical,Numerical
train3163,Binary,Numerical
train3164,Numerical,Numerical
train3165,Categorical,Categorical
train3166,Categorical,Numerical
train3167,Numerical,Numerical
train3168,Numerical,Numerical
train3169,Binary,Numerical
train3170,Numerical,Numerical
train3171,Numerical,Numerical
train3172,Numerical,Numerical
train3173,Numerical,Numerical
train3174,Numerical,Numerical
train3175,Categorical,Numerical
train3176,Numerical,Numerical
train3177,Numerical,Numerical
train3178,Numerical,Numerical
train3179,Numerical,Categorical
train3180,Numerical,Numerical
train3181,Numerical,Numerical
train3182,Numerical,Numerical
train3183,Numerical,Binary
train3184,Numerical,Binary
train3185,Numerical,Numerical
train3186,Binary,Categorical
train3187,Binary,Numerical
train3188,Numerical,Categorical
train3189,Numerical,Numerical
train3190,Binary,Binary
train3191,Categorical,Numerical
train3192,Numerical,Numerical
train3193,Numerical,Categorical
train3194,Numerical,Numerical
train3195,Categorical,Numerical
train3196,Numerical,Numerical
train3197,Numerical,Numerical
train3198,Numerical,Numerical
train3199,Categorical,Categorical
train3200,Numerical,Numerical
train3201,Numerical,Binary
train3202,Numerical,Numerical
train3203,Categorical,Numerical
train3204,Binary,Binary
train3205,Numerical,Categorical
train3206,Numerical,Categorical
train3207,Numerical,Numerical
train3208,Numerical,Categorical
train3209,Numerical,Numerical
train3210,Numerical,Categorical
train3211,Categorical,Binary
train3212,Numerical,Numerical
train3213,Numerical,Binary
train3214,Numerical,Numerical
train3215,Numerical,Numerical
train3216,Categorical,Numerical
train3217,Binary,Binary
train3218,Numerical,Numerical
train3219,Numerical,Numerical
train3220,Numerical,Numerical
train3221,Binary,Numerical
train3222,Numerical,Numerical
train3223,Categorical,Categorical
train3224,Numerical,Numerical
train3225,Numerical,Numerical
train3226,Numerical,Binary
train3227,Numerical,Numerical
train3228,Numerical,Numerical
train3229,Numerical,Binary
train3230,Binary,Numerical
train3231,Binary,Numerical
train3232,Numerical,Numerical
train3233,Numerical,Numerical
train3234,Numerical,Numerical
train3235,Binary,Numerical
train3236,Numerical,Numerical
train3237,Numerical,Numerical
train3238,Numerical,Binary
train3239,Numerical,Numerical
train3240,Categorical,Binary
train3241,Numerical,Categorical
train3242,Numerical,Categorical
train3243,Binary,Numerical
train3244,Numerical,Numerical
train3245,Numerical,Categorical
train3246,Numerical,Numerical
train3247,Numerical,Numerical
train3248,Numerical,Numerical
train3249,Numerical,Categorical
train3250,Numerical,Numerical
train3251,Numerical,Numerical
train3252,Numerical,Numerical
train3253,Numerical,Numerical
train3254,Numerical,Binary
train3255,Numerical,Numerical
train3256,Binary,Numerical
train3257,Categorical,Numerical
train3258,Categorical,Numerical
train3259,Numerical,Numerical
train3260,Numerical,Numerical
train3261,Numerical,Numerical
train3262,Numerical,Categorical
train3263,Numerical,Numerical
train3264,Categorical,Numerical
train3265,Numerical,Numerical
train3266,Numerical,Numerical
train3267,Categorical,Numerical
train3268,Numerical,Numerical
train3269,Numerical,Numerical
train3270,Numerical,Categorical
train3271,Numerical,Numerical
train3272,Binary,Numerical
train3273,Numerical,Numerical
train3274,Numerical,Numerical
train3275,Numerical,Numerical
train3276,Binary,Categorical
train3277,Binary,Binary
train3278,Binary,Binary
train3279,Numerical,Numerical
train3280,Numerical,Binary
train3281,Numerical,Numerical
train3282,Numerical,Numerical
train3283,Binary,Categorical
train3284,Numerical,Categorical
train3285,Numerical,Numerical
train3286,Numerical,Numerical
train3287,Numerical,Numerical
train3288,Binary,Binary
train3289,Binary,Numerical
train3290,Numerical,Numerical
train3291,Numerical,Numerical
train3292,Binary,Numerical
train3293,Binary,Numerical
train3294,Numerical,Numerical
train3295,Numerical,Categorical
train3296,Numerical,Binary
train3297,Numerical,Binary
train3298,Numerical,Binary
train3299,Numerical,Numerical
train3300,Binary,Categorical
train3301,Numerical,Numerical
train3302,Numerical,Numerical
train3303,Numerical,Numerical
train3304,Numerical,Numerical
train3305,Categorical,Numerical
train3306,Categorical,Numerical
train3307,Numerical,Numerical
train3308,Numerical,Numerical
train3309,Numerical,Numerical
train3310,Binary,Numerical
train3311,Categorical,Numerical
train3312,Numerical,Categorical
train3313,Numerical,Categorical
train3314,Numerical,Numerical
train3315,Numerical,Numerical
train3316,Numerical,Numerical
train3317,Numerical,Numerical
train3318,Numerical,Numerical
train3319,Binary,Numerical
train3320,Numerical,Categorical
train3321,Numerical,Categorical
train3322,Numerical,Numerical
train3323,Binary,Numerical
train3324,Categorical,Numerical
train3325,Binary,Categorical
train3326,Numerical,Categorical
train3327,Numerical,Numerical
train3328,Numerical,Categorical
train3329,Numerical,Numerical
train3330,Numerical,Numerical
train3331,Categorical,Numerical
train3332,Categorical,Numerical
train3333,Numerical,Numerical
train3334,Numerical,Numerical
train3335,Numerical,Categorical
train3336,Numerical,Numerical
train3337,Numerical,Numerical
train3338,Numerical,Numerical
train3339,Binary,Numerical
train3340,Numerical,Numerical
train3341,Binary,Numerical
train3342,Numerical,Numerical
train3343,Numerical,Numerical
train3344,Numerical,Numerical
train3345,Categorical,Numerical
train3346,Numerical,Categorical
train3347,Numerical,Numerical
train3348,Numerical,Numerical
train3349,Numerical,Numerical
train3350,Numerical,Numerical
train3351,Numerical,Numerical
train3352,Numerical,Numerical
train3353,Binary,Binary
train3354,Binary,Numerical
train3355,Numerical,Numerical
train3356,Numerical,Numerical
train3357,Binary,Numerical
train3358,Numerical,Numerical
train3359,Numerical,Numerical
train3360,Categorical,Numerical
train3361,Numerical,Categorical
train3362,Categorical,Numerical
train3363,Numerical,Numerical
train3364,Numerical,Binary
train3365,Numerical,Numerical
train3366,Numerical,Numerical
train3367,Categorical,Numerical
train3368,Binary,Numerical
train3369,Numerical,Numerical
train3370,Numerical,Numerical
train3371,Numerical,Numerical
train3372,Numerical,Numerical
train3373,Numerical,Numerical
train3374,Numerical,Numerical
train3375,Numerical,Categorical
train3376,Numerical,Numerical
train3377,Categorical,Numerical
train3378,Numerical,Numerical
train3379,Numerical,Numerical
train3380,Categorical,Categorical
train3381,Numerical,Numerical
train3382,Numerical,Binary
train3383,Binary,Numerical
train3384,Numerical,Binary
train3385,Numerical,Categorical
train3386,Categorical,Categorical
train3387,Categorical,Binary
train3388,Categorical,Numerical
train3389,Numerical,Numerical
train3390,Numerical,Categorical
train3391,Numerical,Numerical
train3392,Numerical,Numerical
train3393,Numerical,Numerical
train3394,Binary,Categorical
train3395,Numerical,Numerical
train3396,Numerical,Numerical
train3397,Numerical,Numerical
train3398,Numerical,Numerical
train3399,Numerical,Numerical
train3400,Numerical,Numerical
train3401,Numerical,Categorical
train3402,Numerical,Numerical
train3403,Numerical,Numerical
train3404,Numerical,Binary
train3405,Categorical,Numerical
train3406,Numerical,Numerical
train3407,Numerical,Numerical
train3408,Numerical,Numerical
train3409,Numerical,Numerical
train3410,Binary,Numerical
train3411,Numerical,Binary
train3412,Numerical,Binary
train3413,Numerical,Categorical
train3414,Binary,Binary
train3415,Categorical,Numerical
train3416,Categorical,Numerical
train3417,Numerical,Categorical
train3418,Categorical,Binary
train3419,Numerical,Numerical
train3420,Numerical,Numerical
train3421,Binary,Numerical
train3422,Numerical,Numerical
train3423,Numerical,Numerical
train3424,Binary,Numerical
train3425,Numerical,Numerical
train3426,Categorical,Categorical
train3427,Numerical,Numerical
train3428,Categorical,Numerical
train3429,Numerical,Numerical
train3430,Numerical,Numerical
train3431,Numerical,Numerical
train3432,Binary,Categorical
train3433,Numerical,Numerical
train3434,Numerical,Numerical
train3435,Binary,Numerical
train3436,Numerical,Categorical
train3437,Numerical,Binary
train3438,Numerical,Numerical
train3439,Numerical,Numerical
train3440,Numerical,Numerical
train3441,Numerical,Numerical
train3442,Numerical,Numerical
train3443,Numerical,Numerical
train3444,Numerical,Categorical
train3445,Numerical,Binary
train3446,Binary,Numerical
train3447,Binary,Numerical
train3448,Numerical,Numerical
train3449,Numerical,Numerical
train3450,Numerical,Numerical
train3451,Numerical,Binary
train3452,Numerical,Categorical
train3453,Numerical,Numerical
train3454,Numerical,Numerical
train3455,Numerical,Binary
train3456,Binary,Binary
train3457,Numerical,Numerical
train3458,Binary,Numerical
train3459,Numerical,Numerical
train3460,Numerical,Numerical
train3461,Numerical,Numerical
train3462,Categorical,Numerical
train3463,Numerical,Numerical
train3464,Numerical,Numerical
train3465,Numerical,Categorical
train3466,Numerical,Categorical
train3467,Numerical,Numerical
train3468,Numerical,Numerical
train3469,Numerical,Numerical
train3470,Numerical,Numerical
train3471,Numerical,Numerical
train3472,Categorical,Numerical
train3473,Numerical,Numerical
train3474,Numerical,Numerical
train3475,Numerical,Binary
train3476,Categorical,Numerical
train3477,Numerical,Numerical
train3478,Numerical,Categorical
train3479,Numerical,Numerical
train3480,Binary,Numerical
train3481,Numerical,Categorical
train3482,Numerical,Numerical
train3483,Numerical,Numerical
train3484,Binary,Numerical
train3485,Numerical,Binary
train3486,Numerical,Numerical
train3487,Binary,Categorical
train3488,Numerical,Numerical
train3489,Numerical,Numerical
train3490,Numerical,Numerical
train3491,Numerical,Numerical
train3492,Binary,Categorical
train3493,Numerical,Numerical
train3494,Numerical,Numerical
train3495,Numerical,Categorical
train3496,Numerical,Numerical
train3497,Numerical,Numerical
train3498,Numerical,Numerical
train3499,Binary,Numerical
train3500,Numerical,Numerical
train3501,Numerical,Numerical
train3502,Binary,Numerical
train3503,Numerical,Binary
train3504,Numerical,Binary
train3505,Numerical,Numerical
train3506,Numerical,Numerical
train3507,Numerical,Numerical
train3508,Numerical,Numerical
train3509,Categorical,Numerical
train3510,Numerical,Numerical
train3511,Binary,Categorical
train3512,Numerical,Numerical
train3513,Numerical,Numerical
train3514,Categorical,Numerical
train3515,Numerical,Numerical
train3516,Binary,Numerical
train3517,Numerical,Numerical
train3518,Binary,Numerical
train3519,Numerical,Categorical
train3520,Categorical,Categorical
train3521,Numerical,Numerical
train3522,Numerical,Binary
train3523,Numerical,Numerical
train3524,Categorical,Binary
train3525,Numerical,Numerical
train3526,Numerical,Numerical
train3527,Numerical,Numerical
train3528,Categorical,Numerical
train3529,Numerical,Numerical
train3530,Numerical,Numerical
train3531,Numerical,Categorical
train3532,Numerical,Numerical
train3533,Numerical,Numerical
train3534,Categorical,Categorical
train3535,Numerical,Numerical
train3536,Numerical,Numerical
train3537,Numerical,Numerical
train3538,Numerical,Categorical
train3539,Numerical,Numerical
train3540,Categorical,Numerical
train3541,Numerical,Numerical
train3542,Numerical,Numerical
train3543,Numerical,Numerical
train3544,Numerical,Categorical
train3545,Numerical,Numerical
train3546,Numerical,Numerical
train3547,Binary,Numerical
train3548,Numerical,Numerical
train3549,Numerical,Numerical
train3550,Numerical,Numerical
train3551,Numerical,Numerical
train3552,Numerical,Binary
train3553,Categorical,Numerical
train3554,Numerical,Numerical
train3555,Numerical,Numerical
train3556,Numerical,Binary
train3557,Numerical,Binary
train3558,Numerical,Numerical
train3559,Numerical,Numerical
train3560,Numerical,Numerical
train3561,Numerical,Numerical
train3562,Numerical,Numerical
train3563,Numerical,Numerical
train3564,Numerical,Numerical
train3565,Numerical,Numerical
train3566,Categorical,Numerical
train3567,Numerical,Numerical
train3568,Categorical,Numerical
train3569,Numerical,Binary
train3570,Numerical,Numerical
train3571,Categorical,Numerical
train3572,Numerical,Binary
train3573,Numerical,Numerical
train3574,Binary,Categorical
train3575,Numerical,Numerical
train3576,Numerical,Numerical
train3577,Numerical,Numerical
train3578,Categorical,Numerical
train3579,Numerical,Numerical
train3580,Numerical,Numerical
train3581,Numerical,Numerical
train3582,Numerical,Numerical
train3583,Binary,Binary
train3584,Numerical,Numerical
train3585,Numerical,Numerical
train3586,Binary,Binary
train3587,Numerical,Binary
train3588,Binary,Numerical
train3589,Numerical,Numerical
train3590,Numerical,Numerical
train3591,Binary,Categorical
train3592,Numerical,Categorical
train3593,Numerical,Numerical
train3594,Binary,Numerical
train3595,Numerical,Numerical
train3596,Numerical,Numerical
train3597,Numerical,Numerical
train3598,Categorical,Numerical
train3599,Numerical,Numerical
train3600,Numerical,Numerical
train3601,Numerical,Numerical
train3602,Numerical,Categorical
train3603,Numerical,Categorical
train3604,Numerical,Numerical
train3605,Numerical,Numerical
train3606,Numerical,Numerical
train3607,Numerical,Numerical
train3608,Numerical,Numerical
train3609,Numerical,Numerical
train3610,Numerical,Numerical
train3611,Binary,Numerical
train3612,Numerical,Numerical
train3613,Numerical,Numerical
train3614,Numerical,Numerical
train3615,Numerical,Categorical
train3616,Numerical,Numerical
train3617,Numerical,Categorical
train3618,Numerical,Numerical
train3619,Numerical,Categorical
train3620,Numerical,Numerical
train3621,Numerical,Numerical
train3622,Numerical,Numerical
train3623,Numerical,Numerical
train3624,Numerical,Numerical
train3625,Numerical,Categorical
train3626,Numerical,Numerical
train3627,Numerical,Binary
train3628,Categorical,Binary
train3629,Numerical,Numerical
train3630,Categorical,Categorical
train3631,Binary,Numerical
train3632,Categorical,Numerical
train3633,Numerical,Binary
train3634,Categorical,Binary
train3635,Numerical,Categorical
train3636,Numerical,Numerical
train3637,Categorical,Numerical
train3638,Numerical,Binary
train3639,Numerical,Binary
train3640,Categorical,Numerical
train3641,Numerical,Numerical
train3642,Numerical,Binary
train3643,Numerical,Numerical
train3644,Numerical,Numerical
train3645,Numerical,Numerical
train3646,Numerical,Binary
train3647,Numerical,Numerical
train3648,Numerical,Numerical
train3649,Numerical,Numerical
train3650,Categorical,Numerical
train3651,Numerical,Numerical
train3652,Numerical,Numerical
train3653,Numerical,Numerical
train3654,Binary,Numerical
train3655,Numerical,Numerical
train3656,Numerical,Binary
train3657,Numerical,Numerical
train3658,Numerical,Numerical
train3659,Numerical,Numerical
train3660,Numerical,Binary
train3661,Categorical,Numerical
train3662,Numerical,Categorical
train3663,Numerical,Numerical
train3664,Numerical,Binary
train3665,Numerical,Numerical
train3666,Numerical,Binary
train3667,Numerical,Numerical
train3668,Categorical,Categorical
train3669,Numerical,Numerical
train3670,Numerical,Categorical
train3671,Categorical,Numerical
train3672,Binary,Numerical
train3673,Numerical,Numerical
train3674,Numerical,Numerical
train3675,Numerical,Numerical
train3676,Categorical,Numerical
train3677,Numerical,Numerical
train3678,Numerical,Binary
train3679,Numerical,Numerical
train3680,Numerical,Numerical
train3681,Numerical,Numerical
train3682,Numerical,Binary
train3683,Numerical,Numerical
train3684,Numerical,Categorical
train3685,Numerical,Numerical
train3686,Binary,Categorical
train3687,Categorical,Numerical
train3688,Numerical,Numerical
train3689,Numerical,Numerical
train3690,Numerical,Numerical
train3691,Binary,Numerical
train3692,Numerical,Numerical
train3693,Numerical,Binary
train3694,Numerical,Categorical
train3695,Numerical,Binary
train3696,Numerical,Numerical
train3697,Numerical,Numerical
train3698,Numerical,Numerical
train3699,Categorical,Binary
train3700,Numerical,Numerical
train3701,Numerical,Numerical
train3702,Numerical,Numerical
train3703,Binary,Numerical
train3704,Binary,Numerical
train3705,Binary,Numerical
train3706,Numerical,Numerical
train3707,Numerical,Binary
train3708,Numerical,Numerical
train3709,Numerical,Binary
train3710,Numerical,Numerical
train3711,Numerical,Numerical
train3712,Numerical,Numerical
train3713,Numerical,Numerical
train3714,Binary,Numerical
train3715,Numerical,Numerical
train3716,Numerical,Numerical
train3717,Categorical,Numerical
train3718,Numerical,Numerical
train3719,Categorical,Numerical
train3720,Numerical,Numerical
train3721,Numerical,Numerical
train3722,Numerical,Numerical
train3723,Numerical,Numerical
train3724,Binary,Categorical
train3725,Numerical,Numerical
train3726,Binary,Categorical
train3727,Categorical,Categorical
train3728,Numerical,Binary
train3729,Numerical,Numerical
train3730,Numerical,Binary
train3731,Numerical,Numerical
train3732,Categorical,Binary
train3733,Numerical,Numerical
train3734,Numerical,Numerical
train3735,Categorical,Numerical
train3736,Numerical,Numerical
train3737,Numerical,Binary
train3738,Categorical,Numerical
train3739,Numerical,Binary
train3740,Numerical,Numerical
train3741,Numerical,Numerical
train3742,Numerical,Numerical
train3743,Numerical,Numerical
train3744,Numerical,Numerical
train3745,Numerical,Numerical
train3746,Numerical,Numerical
train3747,Numerical,Numerical
train3748,Numerical,Numerical
train3749,Numerical,Numerical
train3750,Numerical,Numerical
train3751,Numerical,Categorical
train3752,Binary,Numerical
train3753,Numerical,Binary
train3754,Numerical,Numerical
train3755,Numerical,Numerical
train3756,Categorical,Numerical
train3757,Numerical,Numerical
train3758,Numerical,Numerical
train3759,Numerical,Binary
train3760,Categorical,Binary
train3761,Binary,Categorical
train3762,Numerical,Numerical
train3763,Binary,Numerical
train3764,Numerical,Categorical
train3765,Numerical,Numerical
train3766,Categorical,Categorical
train3767,Numerical,Categorical
train3768,Numerical,Binary
train3769,Numerical,Numerical
train3770,Numerical,Numerical
train3771,Numerical,Numerical
train3772,Numerical,Numerical
train3773,Binary,Binary
train3774,Numerical,Numerical
train3775,Numerical,Numerical
train3776,Categorical,Binary
train3777,Categorical,Numerical
train3778,Numerical,Numerical
train3779,Numerical,Numerical
train3780,Categorical,Categorical
train3781,Numerical,Numerical
train3782,Numerical,Numerical
train3783,Numerical,Categorical
train3784,Numerical,Numerical
train3785,Numerical,Numerical
train3786,Numerical,Numerical
train3787,Numerical,Categorical
train3788,Numerical,Numerical
train3789,Numerical,Binary
train3790,Numerical,Categorical
train3791,Numerical,Numerical
train3792,Numerical,Numerical
train3793,Numerical,Categorical
train3794,Numerical,Numerical
train3795,Numerical,Numerical
train3796,Numerical,Numerical
train3797,Numerical,Categorical
train3798,Numerical,Numerical
train3799,Binary,Numerical
train3800,Numerical,Numerical
train3801,Numerical,Categorical
train3802,Numerical,Numerical
train3803,Numerical,Numerical
train3804,Numerical,Binary
train3805,Numerical,Numerical
train3806,Numerical,Numerical
train3807,Numerical,Numerical
train3808,Numerical,Numerical
train3809,Numerical,Binary
train3810,Numerical,Numerical
train3811,Numerical,Numerical
train3812,Numerical,Numerical
train3813,Numerical,Numerical
train3814,Numerical,Numerical
train3815,Categorical,Categorical
train3816,Numerical,Numerical
train3817,Binary,Numerical
train3818,Numerical,Numerical
train3819,Numerical,Numerical
train3820,Numerical,Numerical
train3821,Numerical,Numerical
train3822,Numerical,Numerical
train3823,Numerical,Numerical
train3824,Numerical,Numerical
train3825,Numerical,Binary
train3826,Numerical,Numerical
train3827,Binary,Binary
train3828,Numerical,Categorical
train3829,Numerical,Numerical
train3830,Categorical,Numerical
train3831,Numerical,Numerical
train3832,Numerical,Numerical
train3833,Numerical,Categorical
train3834,Binary,Numerical
train3835,Numerical,Numerical
train3836,Numerical,Numerical
train3837,Numerical,Numerical
train3838,Numerical,Numerical
train3839,Numerical,Numerical
train3840,Numerical,Categorical
train3841,Numerical,Numerical
train3842,Numerical,Numerical
train3843,Numerical,Numerical
train3844,Numerical,Numerical
train3845,Numerical,Numerical
train3846,Numerical,Categorical
train3847,Numerical,Numerical
train3848,Categorical,Numerical
train3849,Numerical,Numerical
train3850,Numerical,Categorical
train3851,Numerical,Categorical
train3852,Categorical,Numerical
train3853,Numerical,Numerical
train3854,Numerical,Numerical
train3855,Numerical,Numerical
train3856,Numerical,Numerical
train3857,Numerical,Numerical
train3858,Numerical,Numerical
train3859,Numerical,Numerical
train3860,Binary,Numerical
train3861,Categorical,Numerical
train3862,Numerical,Numerical
train3863,Numerical,Numerical
train3864,Numerical,Numerical
train3865,Binary,Numerical
train3866,Binary,Numerical
train3867,Numerical,Numerical
train3868,Categorical,Binary
train3869,Numerical,Numerical
train3870,Categorical,Numerical
train3871,Categorical,Binary
train3872,Categorical,Numerical
train3873,Numerical,Numerical
train3874,Numerical,Numerical
train3875,Numerical,Numerical
train3876,Numerical,Numerical
train3877,Numerical,Numerical
train3878,Numerical,Binary
train3879,Numerical,Numerical
train3880,Numerical,Numerical
train3881,Numerical,Categorical
train3882,Numerical,Numerical
train3883,Numerical,Numerical
train3884,Numerical,Numerical
train3885,Numerical,Numerical
train3886,Categorical,Numerical
train3887,Numerical,Numerical
train3888,Numerical,Categorical
train3889,Numerical,Numerical
train3890,Numerical,Numerical
train3891,Numerical,Categorical
train3892,Numerical,Numerical
train3893,Numerical,Numerical
train3894,Numerical,Numerical
train3895,Numerical,Numerical
train3896,Binary,Numerical
train3897,Categorical,Numerical
train3898,Numerical,Numerical
train3899,Numerical,Categorical
train3900,Numerical,Numerical
train3901,Binary,Categorical
train3902,Numerical,Numerical
train3903,Binary,Numerical
train3904,Numerical,Numerical
train3905,Numerical,Categorical
train3906,Numerical,Numerical
train3907,Numerical,Numerical
train3908,Categorical,Numerical
train3909,Categorical,Numerical
train3910,Categorical,Numerical
train3911,Categorical,Numerical
train3912,Numerical,Binary
train3913,Numerical,Numerical
train3914,Numerical,Categorical
train3915,Binary,Binary
train3916,Numerical,Numerical
train3917,Categorical,Numerical
train3918,Numerical,Numerical
train3919,Numerical,Numerical
train3920,Numerical,Numerical
train3921,Categorical,Binary
train3922,Numerical,Numerical
train3923,Numerical,Numerical
train3924,Numerical,Numerical
train3925,Numerical,Numerical
train3926,Numerical,Numerical
train3927,Binary,Numerical
train3928,Numerical,Numerical
train3929,Numerical,Numerical
train3930,Numerical,Binary
train3931,Numerical,Numerical
train3932,Numerical,Categorical
train3933,Binary,Binary
train3934,Numerical,Numerical
train3935,Numerical,Numerical
train3936,Numerical,Numerical
train3937,Numerical,Numerical
train3938,Numerical,Numerical
train3939,Numerical,Binary
train3940,Binary,Numerical
train3941,Numerical,Numerical
train3942,Numerical,Numerical
train3943,Numerical,Numerical
train3944,Numerical,Binary
train3945,Binary,Numerical
train3946,Numerical,Numerical
train3947,Numerical,Numerical
train3948,Binary,Numerical
train3949,Numerical,Numerical
train3950,Binary,Numerical
train3951,Numerical,Numerical
train3952,Numerical,Numerical
train3953,Numerical,Numerical
train3954,Numerical,Numerical
train3955,Numerical,Binary
train3956,Numerical,Numerical
train3957,Binary,Numerical
train3958,Categorical,Binary
train3959,Categorical,Numerical
train3960,Numerical,Binary
train3961,Numerical,Binary
train3962,Numerical,Binary
train3963,Numerical,Numerical
train3964,Categorical,Numerical
train3965,Numerical,Numerical
train3966,Categorical,Numerical
train3967,Categorical,Categorical
train3968,Numerical,Numerical
train3969,Numerical,Numerical
train3970,Numerical,Numerical
train3971,Numerical,Numerical
train3972,Binary,Categorical
train3973,Categorical,Numerical
train3974,Numerical,Numerical
train3975,Binary,Categorical
train3976,Categorical,Numerical
train3977,Numerical,Numerical
train3978,Numerical,Numerical
train3979,Numerical,Numerical
train3980,Categorical,Binary
train3981,Numerical,Numerical
train3982,Numerical,Numerical
train3983,Categorical,Numerical
train3984,Categorical,Numerical
train3985,Binary,Numerical
train3986,Numerical,Categorical
train3987,Numerical,Numerical
train3988,Categorical,Categorical
train3989,Numerical,Numerical
train3990,Numerical,Numerical
train3991,Numerical,Numerical
train3992,Numerical,Categorical
train3993,Numerical,Numerical
train3994,Numerical,Numerical
train3995,Binary,Numerical
train3996,Categorical,Numerical
train3997,Numerical,Numerical
train3998,Numerical,Numerical
train3999,Numerical,Numerical
train4000,Numerical,Binary
train4001,Numerical,Numerical
train4002,Numerical,Numerical
train4003,Numerical,Numerical
train4004,Categorical,Categorical
train4005,Numerical,Numerical
train4006,Numerical,Numerical
train4007,Numerical,Binary
train4008,Categorical,Numerical
train4009,Numerical,Numerical
train4010,Numerical,Numerical
train4011,Numerical,Numerical
train4012,Numerical,Numerical
train4013,Binary,Numerical
train4014,Categorical,Numerical
train4015,Categorical,Binary
train4016,Numerical,Numerical
train4017,Numerical,Numerical
train4018,Numerical,Categorical
train4019,Numerical,Numerical
train4020,Numerical,Numerical
train4021,Numerical,Numerical
train4022,Numerical,Numerical
train4023,Numerical,Numerical
train4024,Numerical,Numerical
train4025,Numerical,Numerical
train4026,Numerical,Numerical
train4027,Numerical,Numerical
train4028,Binary,Numerical
train4029,Numerical,Numerical
train4030,Numerical,Numerical
train4031,Numerical,Categorical
train4032,Numerical,Numerical
train4033,Numerical,Numerical
train4034,Numerical,Categorical
train4035,Numerical,Binary
train4036,Categorical,Categorical
train4037,Numerical,Numerical
train4038,Numerical,Numerical
train4039,Numerical,Categorical
train4040,Numerical,Numerical
train4041,Numerical,Categorical
train4042,Numerical,Numerical
train4043,Numerical,Numerical
train4044,Numerical,Numerical
train4045,Numerical,Numerical
train4046,Numerical,Numerical
train4047,Numerical,Numerical
train4048,Binary,Binary
train4049,Categorical,Numerical
train4050,Numerical,Numerical
