SampleID,A type,B type,RealData [yes=1]
train2720,Numerical,Numerical,0
train2721,Numerical,Binary,0
train2722,Numerical,Numerical,0
train2723,Numerical,Numerical,0
train2724,Numerical,Numerical,0
train2725,Numerical,Categorical,0
train2726,Categorical,Numerical,1
train2727,Numerical,Numerical,0
train2728,Numerical,Categorical,0
train2729,Numerical,Numerical,0
train2730,Numerical,Numerical,0
train2731,Numerical,Numerical,0
train2732,Numerical,Numerical,0
train2733,Numerical,Binary,0
train2734,Numerical,Numerical,0
train2735,Categorical,Numerical,0
train2736,Categorical,Numerical,1
train2737,Numerical,Numerical,0
train2738,Numerical,Numerical,1
train2739,Numerical,Numerical,0
train2740,Numerical,Categorical,0
train2741,Numerical,Numerical,0
train2742,Numerical,Numerical,0
train2743,Numerical,Numerical,0
train2744,Numerical,Numerical,0
train2745,Numerical,Numerical,0
train2746,Categorical,Numerical,0
train2747,Numerical,Numerical,1
train2748,Numerical,Numerical,0
train2749,Numerical,Numerical,0
train2750,Categorical,Numerical,0
train2751,Categorical,Categorical,0
train2752,Numerical,Numerical,0
train2753,Categorical,Categorical,1
train2754,Categorical,Numerical,1
train2755,Numerical,Numerical,1
train2756,Numerical,Numerical,0
train2757,Binary,Binary,0
train2758,Numerical,Numerical,0
train2759,Numerical,Numerical,1
train2760,Binary,Categorical,1
train2761,Numerical,Binary,0
train2762,Numerical,Numerical,1
train2763,Numerical,Numerical,0
train2764,Numerical,Numerical,0
train2765,Numerical,Numerical,0
train2766,Numerical,Binary,0
train2767,Numerical,Numerical,0
train2768,Numerical,Categorical,1
train2769,Binary,Numerical,0
train2770,Numerical,Numerical,0
train2771,Numerical,Numerical,0
train2772,Numerical,Categorical,1
train2773,Numerical,Numerical,0
train2774,Numerical,Numerical,0
train2775,Numerical,Numerical,0
train2776,Numerical,Binary,0
train2777,Numerical,Numerical,0
train2778,Numerical,Numerical,0
train2779,Numerical,Numerical,0
train2780,Numerical,Numerical,0
train2781,Numerical,Numerical,0
train2782,Numerical,Numerical,0
train2783,Numerical,Numerical,0
train2784,Numerical,Numerical,0
train2785,Numerical,Numerical,0
train2786,Numerical,Numerical,0
train2787,Categorical,Numerical,0
train2788,Binary,Numerical,0
train2789,Numerical,Numerical,0
train2790,Numerical,Binary,0
train2791,Numerical,Numerical,0
train2792,Numerical,Categorical,1
train2793,Categorical,Numerical,0
train2794,Numerical,Numerical,1
train2795,Numerical,Numerical,0
train2796,Numerical,Categorical,0
train2797,Numerical,Numerical,1
train2798,Binary,Numerical,0
train2799,Binary,Numerical,0
train2800,Categorical,Binary,1
train2801,Binary,Numerical,0
train2802,Numerical,Numerical,0
train2803,Categorical,Numerical,0
train2804,Numerical,Categorical,0
train2805,Numerical,Numerical,0
train2806,Categorical,Numerical,1
train2807,Numerical,Numerical,0
train2808,Numerical,Numerical,0
train2809,Numerical,Numerical,1
train2810,Categorical,Binary,1
train2811,Numerical,Numerical,0
train2812,Numerical,Numerical,0
train2813,Numerical,Numerical,0
train2814,Numerical,Numerical,0
train2815,Numerical,Numerical,0
train2816,Numerical,Numerical,0
train2817,Numerical,Numerical,0
train2818,Categorical,Categorical,0
train2819,Numerical,Numerical,0
train2820,Numerical,Numerical,1
train2821,Categorical,Numerical,0
train2822,Numerical,Numerical,0
train2823,Numerical,Numerical,0
train2824,Numerical,Numerical,1
train2825,Numerical,Numerical,1
train2826,Categorical,Numerical,0
train2827,Numerical,Numerical,0
train2828,Numerical,Categorical,0
train2829,Binary,Numerical,0
train2830,Numerical,Numerical,0
train2831,Categorical,Numerical,0
train2832,Numerical,Categorical,0
train2833,Numerical,Numerical,0
train2834,Numerical,Numerical,0
train2835,Binary,Numerical,0
train2836,Numerical,Numerical,0
train2837,Numerical,Numerical,0
train2838,Categorical,Numerical,0
train2839,Numerical,Categorical,0
train2840,Categorical,Numerical,0
train2841,Numerical,Numerical,0
train2842,Numerical,Numerical,1
train2843,Numerical,Numerical,0
train2844,Numerical,Numerical,0
train2845,Numerical,Numerical,0
train2846,Numerical,Numerical,0
train2847,Numerical,Numerical,1
train2848,Binary,Numerical,0
train2849,Numerical,Binary,0
train2850,Numerical,Numerical,0
train2851,Numerical,Binary,0
train2852,Numerical,Numerical,0
train2853,Numerical,Numerical,0
train2854,Binary,Numerical,0
train2855,Numerical,Numerical,0
train2856,Numerical,Numerical,0
train2857,Binary,Numerical,0
train2858,Numerical,Numerical,1
train2859,Numerical,Categorical,0
train2860,Numerical,Numerical,1
train2861,Numerical,Numerical,0
train2862,Numerical,Numerical,0
train2863,Numerical,Numerical,0
train2864,Numerical,Numerical,0
train2865,Categorical,Categorical,0
train2866,Numerical,Numerical,0
train2867,Numerical,Numerical,0
train2868,Binary,Categorical,0
train2869,Numerical,Numerical,0
train2870,Numerical,Numerical,0
train2871,Numerical,Categorical,0
train2872,Numerical,Categorical,0
train2873,Numerical,Numerical,0
train2874,Binary,Numerical,1
train2875,Binary,Binary,0
train2876,Numerical,Numerical,0
train2877,Categorical,Binary,0
train2878,Categorical,Binary,0
train2879,Numerical,Binary,0
train2880,Numerical,Numerical,0
train2881,Numerical,Numerical,1
train2882,Numerical,Numerical,0
train2883,Numerical,Numerical,0
train2884,Numerical,Numerical,0
train2885,Categorical,Binary,0
train2886,Numerical,Numerical,0
train2887,Numerical,Binary,0
train2888,Numerical,Numerical,0
train2889,Categorical,Categorical,0
train2890,Numerical,Numerical,0
train2891,Numerical,Numerical,0
train2892,Numerical,Numerical,0
train2893,Numerical,Binary,0
train2894,Numerical,Numerical,0
train2895,Numerical,Binary,0
train2896,Binary,Numerical,0
train2897,Numerical,Numerical,0
train2898,Numerical,Numerical,0
train2899,Numerical,Categorical,0
train2900,Numerical,Numerical,1
train2901,Binary,Numerical,0
train2902,Numerical,Numerical,0
train2903,Numerical,Categorical,0
train2904,Numerical,Numerical,0
train2905,Numerical,Numerical,0
train2906,Numerical,Numerical,1
train2907,Numerical,Numerical,1
train2908,Numerical,Numerical,0
train2909,Numerical,Numerical,0
train2910,Categorical,Numerical,0
train2911,Numerical,Numerical,0
train2912,Categorical,Numerical,0
train2913,Numerical,Numerical,0
train2914,Numerical,Numerical,0
train2915,Binary,Binary,0
train2916,Binary,Numerical,0
train2917,Numerical,Numerical,1
train2918,Numerical,Numerical,1
train2919,Binary,Numerical,0
train2920,Numerical,Numerical,0
train2921,Numerical,Numerical,1
train2922,Numerical,Numerical,0
train2923,Numerical,Numerical,0
train2924,Numerical,Numerical,0
train2925,Numerical,Numerical,0
train2926,Numerical,Binary,1
train2927,Numerical,Numerical,0
train2928,Numerical,Numerical,0
train2929,Numerical,Numerical,0
train2930,Numerical,Numerical,0
train2931,Numerical,Numerical,1
train2932,Numerical,Binary,0
train2933,Categorical,Numerical,0
train2934,Numerical,Numerical,0
train2935,Numerical,Numerical,1
train2936,Numerical,Categorical,0
train2937,Numerical,Numerical,1
train2938,Categorical,Numerical,0
train2939,Categorical,Numerical,0
train2940,Numerical,Binary,0
train2941,Categorical,Numerical,1
train2942,Numerical,Binary,0
train2943,Numerical,Numerical,1
train2944,Categorical,Numerical,0
train2945,Numerical,Categorical,0
train2946,Numerical,Numerical,0
train2947,Numerical,Numerical,0
train2948,Numerical,Numerical,0
train2949,Numerical,Numerical,0
train2950,Numerical,Binary,0
train2951,Categorical,Numerical,0
train2952,Numerical,Numerical,0
train2953,Numerical,Numerical,0
train2954,Numerical,Categorical,1
train2955,Numerical,Numerical,0
train2956,Numerical,Numerical,1
train2957,Numerical,Numerical,0
train2958,Numerical,Numerical,0
train2959,Numerical,Numerical,0
train2960,Numerical,Numerical,0
train2961,Numerical,Numerical,1
train2962,Numerical,Numerical,1
train2963,Numerical,Numerical,1
train2964,Binary,Binary,0
train2965,Numerical,Numerical,0
train2966,Numerical,Binary,0
train2967,Numerical,Numerical,0
train2968,Numerical,Numerical,0
train2969,Numerical,Numerical,0
train2970,Numerical,Numerical,0
train2971,Categorical,Numerical,0
train2972,Numerical,Numerical,1
train2973,Numerical,Binary,0
train2974,Binary,Binary,0
train2975,Numerical,Numerical,0
train2976,Numerical,Numerical,0
train2977,Numerical,Numerical,0
train2978,Numerical,Binary,0
train2979,Numerical,Binary,0
train2980,Binary,Numerical,0
train2981,Numerical,Numerical,1
train2982,Numerical,Binary,0
train2983,Numerical,Numerical,0
train2984,Numerical,Numerical,0
train2985,Numerical,Numerical,0
train2986,Binary,Numerical,0
train2987,Numerical,Binary,0
train2988,Binary,Categorical,0
train2989,Numerical,Numerical,0
train2990,Categorical,Numerical,0
train2991,Numerical,Categorical,0
train2992,Numerical,Numerical,0
train2993,Numerical,Numerical,1
train2994,Numerical,Numerical,1
train2995,Numerical,Numerical,1
train2996,Numerical,Numerical,0
train2997,Numerical,Binary,1
train2998,Numerical,Binary,0
train2999,Numerical,Numerical,0
train3000,Categorical,Numerical,0
train3001,Categorical,Binary,0
train3002,Numerical,Numerical,0
train3003,Numerical,Numerical,0
train3004,Numerical,Numerical,0
train3005,Numerical,Binary,0
train3006,Numerical,Numerical,0
train3007,Numerical,Numerical,0
train3008,Categorical,Numerical,0
train3009,Numerical,Numerical,1
train3010,Binary,Categorical,1
train3011,Numerical,Numerical,0
train3012,Binary,Numerical,0
train3013,Binary,Numerical,1
train3014,Numerical,Numerical,0
train3015,Binary,Numerical,0
train3016,Numerical,Numerical,0
train3017,Numerical,Numerical,0
train3018,Numerical,Numerical,0
train3019,Binary,Numerical,0
train3020,Numerical,Numerical,0
train3021,Categorical,Numerical,0
train3022,Categorical,Numerical,0
train3023,Numerical,Numerical,0
train3024,Numerical,Numerical,0
train3025,Numerical,Numerical,0
train3026,Numerical,Numerical,0
train3027,Categorical,Numerical,0
train3028,Numerical,Numerical,0
train3029,Numerical,Categorical,1
train3030,Numerical,Numerical,0
train3031,Numerical,Numerical,0
train3032,Numerical,Numerical,0
train3033,Numerical,Numerical,0
train3034,Binary,Numerical,0
train3035,Numerical,Categorical,0
train3036,Numerical,Numerical,0
train3037,Numerical,Numerical,1
train3038,Numerical,Categorical,0
train3039,Numerical,Numerical,0
train3040,Numerical,Numerical,0
train3041,Numerical,Numerical,0
train3042,Numerical,Numerical,0
train3043,Categorical,Numerical,0
train3044,Numerical,Numerical,0
train3045,Numerical,Numerical,0
train3046,Numerical,Numerical,0
train3047,Numerical,Categorical,0
train3048,Numerical,Numerical,0
train3049,Numerical,Numerical,0
train3050,Numerical,Categorical,0
train3051,Numerical,Binary,0
train3052,Numerical,Numerical,0
train3053,Numerical,Categorical,0
train3054,Numerical,Numerical,0
train3055,Numerical,Numerical,0
train3056,Binary,Numerical,1
train3057,Categorical,Numerical,0
train3058,Numerical,Numerical,0
train3059,Binary,Categorical,0
train3060,Categorical,Numerical,0
train3061,Numerical,Numerical,0
train3062,Numerical,Numerical,1
train3063,Numerical,Numerical,0
train3064,Numerical,Numerical,0
train3065,Numerical,Numerical,1
train3066,Numerical,Numerical,0
train3067,Numerical,Numerical,0
train3068,Numerical,Categorical,0
train3069,Binary,Numerical,0
train3070,Numerical,Numerical,0
train3071,Numerical,Numerical,0
train3072,Numerical,Binary,0
train3073,Numerical,Numerical,0
train3074,Numerical,Numerical,0
train3075,Binary,Numerical,0
train3076,Numerical,Numerical,1
train3077,Numerical,Numerical,0
train3078,Binary,Numerical,0
train3079,Numerical,Binary,0
train3080,Numerical,Numerical,0
train3081,Numerical,Numerical,0
train3082,Numerical,Numerical,0
train3083,Numerical,Numerical,1
train3084,Numerical,Numerical,0
train3085,Numerical,Numerical,1
train3086,Numerical,Categorical,0
train3087,Numerical,Numerical,0
train3088,Numerical,Categorical,0
train3089,Numerical,Binary,0
train3090,Numerical,Numerical,0
train3091,Numerical,Binary,0
train3092,Numerical,Numerical,0
train3093,Numerical,Numerical,0
train3094,Categorical,Binary,0
train3095,Numerical,Numerical,0
train3096,Numerical,Numerical,0
train3097,Numerical,Numerical,0
train3098,Numerical,Numerical,0
train3099,Numerical,Numerical,1
train3100,Binary,Binary,0
train3101,Numerical,Categorical,0
train3102,Binary,Numerical,1
train3103,Categorical,Categorical,0
train3104,Binary,Numerical,1
train3105,Numerical,Numerical,1
train3106,Numerical,Numerical,0
train3107,Categorical,Numerical,0
train3108,Numerical,Numerical,0
train3109,Numerical,Numerical,0
train3110,Numerical,Numerical,0
train3111,Numerical,Numerical,0
train3112,Numerical,Numerical,0
train3113,Categorical,Numerical,0
train3114,Numerical,Categorical,0
train3115,Numerical,Numerical,1
train3116,Numerical,Numerical,0
train3117,Numerical,Numerical,0
train3118,Categorical,Categorical,1
train3119,Numerical,Categorical,0
train3120,Numerical,Categorical,0
train3121,Numerical,Numerical,0
train3122,Numerical,Numerical,0
train3123,Numerical,Categorical,0
train3124,Categorical,Numerical,0
train3125,Numerical,Categorical,1
train3126,Binary,Numerical,0
train3127,Numerical,Numerical,1
train3128,Numerical,Numerical,0
train3129,Numerical,Categorical,0
train3130,Numerical,Binary,0
train3131,Numerical,Numerical,0
train3132,Numerical,Categorical,0
train3133,Numerical,Numerical,0
train3134,Numerical,Numerical,0
train3135,Numerical,Categorical,0
train3136,Categorical,Numerical,0
train3137,Numerical,Numerical,0
train3138,Numerical,Numerical,0
train3139,Binary,Numerical,0
train3140,Numerical,Numerical,0
train3141,Numerical,Numerical,0
train3142,Numerical,Numerical,0
train3143,Numerical,Categorical,0
train3144,Numerical,Numerical,0
train3145,Numerical,Categorical,0
train3146,Numerical,Numerical,1
train3147,Categorical,Numerical,0
train3148,Numerical,Numerical,0
train3149,Numerical,Categorical,1
train3150,Numerical,Numerical,0
train3151,Numerical,Numerical,0
train3152,Numerical,Numerical,0
train3153,Numerical,Numerical,0
train3154,Numerical,Numerical,0
train3155,Numerical,Binary,0
train3156,Numerical,Numerical,1
train3157,Numerical,Binary,0
train3158,Numerical,Binary,0
train3159,Numerical,Binary,0
train3160,Categorical,Numerical,0
train3161,Numerical,Categorical,0
train3162,Numerical,Numerical,0
train3163,Categorical,Numerical,0
train3164,Numerical,Numerical,0
train3165,Numerical,Categorical,0
train3166,Categorical,Numerical,0
train3167,Numerical,Numerical,0
train3168,Numerical,Numerical,0
train3169,Numerical,Numerical,0
train3170,Categorical,Numerical,1
train3171,Categorical,Numerical,0
train3172,Numerical,Numerical,1
train3173,Numerical,Numerical,1
train3174,Binary,Numerical,0
train3175,Categorical,Numerical,0
train3176,Numerical,Binary,0
train3177,Binary,Numerical,0
train3178,Numerical,Numerical,0
train3179,Numerical,Numerical,1
train3180,Numerical,Binary,0
train3181,Numerical,Categorical,0
train3182,Numerical,Binary,0
train3183,Binary,Numerical,0
train3184,Categorical,Numerical,1
train3185,Numerical,Numerical,0
train3186,Binary,Numerical,0
train3187,Numerical,Numerical,1
train3188,Numerical,Numerical,0
train3189,Numerical,Numerical,1
train3190,Numerical,Numerical,0
train3191,Numerical,Numerical,1
train3192,Numerical,Categorical,0
train3193,Numerical,Numerical,1
train3194,Numerical,Numerical,0
train3195,Numerical,Numerical,0
train3196,Categorical,Numerical,0
train3197,Numerical,Numerical,0
train3198,Numerical,Categorical,1
train3199,Numerical,Numerical,0
train3200,Numerical,Numerical,0
train3201,Numerical,Numerical,0
train3202,Numerical,Binary,0
train3203,Numerical,Numerical,1
train3204,Categorical,Categorical,0
train3205,Numerical,Numerical,0
train3206,Numerical,Numerical,0
train3207,Numerical,Numerical,1
train3208,Numerical,Numerical,1
train3209,Binary,Numerical,0
train3210,Numerical,Numerical,0
train3211,Numerical,Numerical,1
train3212,Numerical,Numerical,1
train3213,Binary,Binary,0
train3214,Numerical,Numerical,0
train3215,Categorical,Numerical,0
train3216,Numerical,Numerical,0
train3217,Numerical,Numerical,0
train3218,Numerical,Categorical,0
train3219,Numerical,Numerical,0
train3220,Numerical,Numerical,0
train3221,Numerical,Binary,0
train3222,Binary,Binary,0
train3223,Numerical,Numerical,0
train3224,Numerical,Numerical,0
train3225,Numerical,Binary,0
train3226,Numerical,Numerical,0
train3227,Categorical,Categorical,0
train3228,Numerical,Numerical,0
train3229,Numerical,Numerical,1
train3230,Numerical,Numerical,0
train3231,Numerical,Numerical,1
train3232,Numerical,Binary,0
train3233,Categorical,Numerical,0
train3234,Numerical,Numerical,0
train3235,Numerical,Numerical,0
train3236,Categorical,Categorical,0
train3237,Numerical,Numerical,0
train3238,Numerical,Binary,0
train3239,Numerical,Numerical,0
train3240,Categorical,Numerical,0
train3241,Numerical,Numerical,1
train3242,Numerical,Numerical,0
train3243,Binary,Numerical,0
train3244,Numerical,Categorical,0
train3245,Numerical,Binary,0
train3246,Categorical,Numerical,0
train3247,Numerical,Numerical,0
train3248,Categorical,Numerical,0
train3249,Numerical,Binary,0
train3250,Numerical,Categorical,0
train3251,Numerical,Numerical,0
train3252,Numerical,Categorical,0
train3253,Binary,Numerical,0
train3254,Numerical,Numerical,0
train3255,Numerical,Numerical,0
train3256,Numerical,Categorical,0
train3257,Numerical,Categorical,1
train3258,Numerical,Numerical,1
train3259,Numerical,Binary,0
train3260,Categorical,Numerical,0
train3261,Numerical,Numerical,0
train3262,Numerical,Numerical,0
train3263,Numerical,Numerical,0
train3264,Numerical,Categorical,0
train3265,Binary,Binary,0
train3266,Categorical,Numerical,0
train3267,Binary,Numerical,0
train3268,Numerical,Numerical,0
train3269,Numerical,Numerical,0
train3270,Binary,Binary,0
train3271,Numerical,Categorical,1
train3272,Numerical,Numerical,0
train3273,Numerical,Numerical,1
train3274,Categorical,Numerical,0
train3275,Categorical,Numerical,0
train3276,Numerical,Numerical,0
train3277,Numerical,Numerical,0
train3278,Categorical,Numerical,0
train3279,Binary,Numerical,0
train3280,Binary,Binary,0
train3281,Numerical,Numerical,0
train3282,Numerical,Numerical,1
train3283,Numerical,Numerical,0
train3284,Numerical,Numerical,0
train3285,Numerical,Categorical,0
train3286,Categorical,Numerical,0
train3287,Numerical,Numerical,0
train3288,Numerical,Numerical,0
train3289,Numerical,Numerical,1
train3290,Numerical,Numerical,1
train3291,Numerical,Numerical,1
train3292,Numerical,Numerical,1
train3293,Numerical,Numerical,0
train3294,Numerical,Numerical,0
train3295,Numerical,Numerical,0
train3296,Numerical,Categorical,0
train3297,Numerical,Numerical,1
train3298,Binary,Numerical,0
train3299,Categorical,Numerical,0
train3300,Numerical,Numerical,0
train3301,Numerical,Categorical,0
train3302,Numerical,Numerical,0
train3303,Numerical,Numerical,0
train3304,Categorical,Numerical,0
train3305,Categorical,Categorical,0
train3306,Numerical,Numerical,0
train3307,Binary,Categorical,0
train3308,Categorical,Numerical,1
train3309,Categorical,Numerical,0
train3310,Categorical,Numerical,0
train3311,Categorical,Numerical,1
train3312,Numerical,Numerical,0
train3313,Numerical,Binary,0
train3314,Numerical,Numerical,0
train3315,Numerical,Numerical,0
train3316,Numerical,Numerical,0
train3317,Numerical,Numerical,1
train3318,Numerical,Numerical,0
train3319,Numerical,Numerical,0
train3320,Numerical,Categorical,1
train3321,Numerical,Numerical,0
train3322,Numerical,Numerical,0
train3323,Numerical,Numerical,0
train3324,Binary,Binary,0
train3325,Numerical,Numerical,0
train3326,Numerical,Numerical,0
train3327,Numerical,Numerical,0
train3328,Categorical,Numerical,0
train3329,Numerical,Binary,0
train3330,Binary,Numerical,0
train3331,Categorical,Numerical,0
train3332,Numerical,Categorical,0
train3333,Numerical,Numerical,0
train3334,Categorical,Categorical,0
train3335,Numerical,Numerical,0
train3336,Numerical,Numerical,0
train3337,Numerical,Numerical,0
train3338,Numerical,Binary,0
train3339,Numerical,Numerical,1
train3340,Numerical,Numerical,0
train3341,Numerical,Numerical,0
train3342,Numerical,Numerical,0
train3343,Numerical,Numerical,0
train3344,Numerical,Numerical,0
train3345,Numerical,Numerical,1
train3346,Numerical,Categorical,0
train3347,Categorical,Numerical,0
train3348,Numerical,Numerical,0
train3349,Numerical,Numerical,0
train3350,Numerical,Numerical,1
train3351,Numerical,Numerical,0
train3352,Numerical,Numerical,0
train3353,Binary,Binary,0
train3354,Binary,Numerical,0
train3355,Numerical,Numerical,1
train3356,Categorical,Numerical,0
train3357,Numerical,Numerical,0
train3358,Numerical,Numerical,0
train3359,Numerical,Numerical,0
train3360,Numerical,Numerical,1
train3361,Numerical,Numerical,0
train3362,Numerical,Numerical,0
train3363,Categorical,Numerical,0
train3364,Numerical,Binary,0
train3365,Numerical,Numerical,1
train3366,Numerical,Numerical,0
train3367,Categorical,Categorical,0
train3368,Binary,Numerical,0
train3369,Binary,Numerical,0
train3370,Numerical,Binary,0
train3371,Numerical,Numerical,0
train3372,Numerical,Numerical,0
train3373,Numerical,Numerical,0
train3374,Numerical,Numerical,0
train3375,Numerical,Numerical,0
train3376,Numerical,Categorical,1
train3377,Numerical,Numerical,0
train3378,Numerical,Numerical,1
train3379,Numerical,Categorical,1
train3380,Numerical,Numerical,0
train3381,Numerical,Numerical,0
train3382,Numerical,Numerical,0
train3383,Numerical,Numerical,0
train3384,Numerical,Numerical,1
train3385,Numerical,Numerical,0
train3386,Numerical,Numerical,1
train3387,Numerical,Numerical,1
train3388,Numerical,Binary,0
train3389,Numerical,Categorical,0
train3390,Binary,Numerical,0
train3391,Numerical,Numerical,0
train3392,Binary,Numerical,0
train3393,Binary,Numerical,0
train3394,Numerical,Numerical,0
train3395,Numerical,Numerical,0
train3396,Binary,Numerical,0
train3397,Numerical,Numerical,0
train3398,Numerical,Numerical,0
train3399,Numerical,Numerical,0
train3400,Numerical,Categorical,0
train3401,Numerical,Numerical,0
train3402,Numerical,Categorical,0
train3403,Numerical,Binary,0
train3404,Numerical,Numerical,0
train3405,Binary,Numerical,0
train3406,Categorical,Binary,0
train3407,Binary,Numerical,0
train3408,Binary,Numerical,0
train3409,Numerical,Numerical,0
train3410,Numerical,Numerical,0
train3411,Numerical,Categorical,1
train3412,Numerical,Numerical,0
train3413,Numerical,Numerical,0
train3414,Binary,Numerical,0
train3415,Numerical,Numerical,0
train3416,Numerical,Numerical,1
train3417,Numerical,Numerical,1
train3418,Numerical,Numerical,0
train3419,Binary,Binary,0
train3420,Numerical,Numerical,0
train3421,Numerical,Numerical,0
train3422,Numerical,Numerical,0
train3423,Numerical,Numerical,1
train3424,Binary,Numerical,0
train3425,Numerical,Binary,0
train3426,Numerical,Numerical,0
train3427,Numerical,Categorical,0
train3428,Categorical,Numerical,1
train3429,Numerical,Numerical,0
train3430,Binary,Numerical,0
train3431,Numerical,Numerical,0
train3432,Numerical,Numerical,0
train3433,Numerical,Numerical,0
train3434,Numerical,Binary,0
train3435,Categorical,Numerical,0
train3436,Numerical,Categorical,0
train3437,Numerical,Numerical,0
train3438,Numerical,Binary,0
train3439,Numerical,Numerical,0
train3440,Numerical,Numerical,0
train3441,Numerical,Categorical,0
train3442,Numerical,Numerical,0
train3443,Numerical,Numerical,0
train3444,Numerical,Numerical,0
train3445,Numerical,Binary,0
train3446,Numerical,Numerical,0
train3447,Numerical,Binary,0
train3448,Categorical,Categorical,0
train3449,Numerical,Numerical,0
train3450,Numerical,Categorical,0
train3451,Numerical,Numerical,0
train3452,Numerical,Binary,0
train3453,Numerical,Numerical,1
train3454,Numerical,Numerical,1
train3455,Numerical,Numerical,0
train3456,Numerical,Numerical,0
train3457,Numerical,Numerical,0
train3458,Numerical,Categorical,0
train3459,Numerical,Numerical,0
train3460,Numerical,Binary,0
train3461,Numerical,Numerical,0
train3462,Numerical,Categorical,0
train3463,Numerical,Numerical,1
train3464,Numerical,Numerical,0
train3465,Numerical,Numerical,0
train3466,Numerical,Numerical,0
train3467,Numerical,Numerical,1
train3468,Numerical,Numerical,0
train3469,Numerical,Binary,0
train3470,Numerical,Numerical,0
train3471,Numerical,Numerical,0
train3472,Numerical,Numerical,0
train3473,Numerical,Numerical,0
train3474,Numerical,Numerical,0
train3475,Numerical,Numerical,0
train3476,Numerical,Binary,0
train3477,Numerical,Categorical,0
train3478,Numerical,Categorical,0
train3479,Numerical,Numerical,1
train3480,Categorical,Numerical,0
train3481,Numerical,Numerical,0
train3482,Numerical,Binary,0
train3483,Numerical,Numerical,1
train3484,Numerical,Binary,0
train3485,Numerical,Numerical,0
train3486,Numerical,Numerical,0
train3487,Numerical,Numerical,0
train3488,Categorical,Numerical,0
train3489,Categorical,Numerical,0
train3490,Numerical,Numerical,0
train3491,Categorical,Numerical,0
train3492,Numerical,Binary,1
train3493,Numerical,Numerical,0
train3494,Numerical,Numerical,0
train3495,Numerical,Binary,0
train3496,Binary,Categorical,0
train3497,Numerical,Numerical,1
train3498,Numerical,Numerical,1
train3499,Numerical,Numerical,1
train3500,Binary,Numerical,0
train3501,Binary,Numerical,0
train3502,Categorical,Numerical,0
train3503,Categorical,Numerical,0
train3504,Numerical,Binary,0
train3505,Numerical,Numerical,0
train3506,Numerical,Numerical,0
train3507,Numerical,Numerical,0
train3508,Numerical,Numerical,0
train3509,Numerical,Binary,0
train3510,Numerical,Numerical,0
train3511,Numerical,Numerical,0
train3512,Numerical,Numerical,1
train3513,Numerical,Numerical,0
train3514,Numerical,Categorical,0
train3515,Numerical,Binary,0
train3516,Numerical,Categorical,0
train3517,Numerical,Categorical,0
train3518,Numerical,Numerical,1
train3519,Categorical,Binary,0
train3520,Binary,Categorical,0
train3521,Numerical,Numerical,0
train3522,Numerical,Numerical,0
train3523,Numerical,Numerical,0
train3524,Numerical,Numerical,0
train3525,Numerical,Binary,0
train3526,Numerical,Numerical,0
train3527,Numerical,Numerical,0
train3528,Numerical,Numerical,0
train3529,Categorical,Binary,0
train3530,Numerical,Numerical,1
train3531,Categorical,Numerical,0
train3532,Numerical,Categorical,0
train3533,Numerical,Categorical,0
train3534,Binary,Numerical,1
train3535,Numerical,Binary,0
train3536,Numerical,Categorical,0
train3537,Numerical,Categorical,0
train3538,Numerical,Numerical,0
train3539,Numerical,Numerical,0
train3540,Numerical,Numerical,0
train3541,Numerical,Numerical,0
train3542,Numerical,Numerical,0
train3543,Numerical,Binary,0
train3544,Numerical,Categorical,0
train3545,Numerical,Numerical,0
train3546,Numerical,Numerical,0
train3547,Numerical,Binary,0
train3548,Numerical,Numerical,0
train3549,Numerical,Categorical,0
train3550,Categorical,Numerical,0
train3551,Numerical,Categorical,0
train3552,Numerical,Numerical,0
train3553,Numerical,Numerical,0
train3554,Numerical,Numerical,0
train3555,Numerical,Binary,0
train3556,Numerical,Numerical,0
train3557,Numerical,Numerical,0
train3558,Numerical,Numerical,0
train3559,Binary,Numerical,0
train3560,Numerical,Binary,1
train3561,Numerical,Numerical,1
train3562,Binary,Numerical,0
train3563,Numerical,Numerical,0
train3564,Numerical,Binary,0
train3565,Binary,Numerical,0
train3566,Numerical,Numerical,1
train3567,Numerical,Numerical,1
train3568,Numerical,Numerical,0
train3569,Categorical,Numerical,0
train3570,Numerical,Numerical,0
train3571,Numerical,Numerical,0
train3572,Numerical,Numerical,0
train3573,Numerical,Numerical,0
train3574,Numerical,Numerical,0
train3575,Numerical,Numerical,0
train3576,Numerical,Numerical,0
train3577,Numerical,Binary,0
train3578,Numerical,Numerical,0
train3579,Numerical,Numerical,0
train3580,Numerical,Numerical,0
train3581,Numerical,Numerical,0
train3582,Numerical,Numerical,0
train3583,Binary,Numerical,0
train3584,Numerical,Numerical,0
train3585,Categorical,Binary,1
train3586,Numerical,Numerical,0
train3587,Numerical,Numerical,1
train3588,Numerical,Binary,0
train3589,Binary,Categorical,0
train3590,Numerical,Binary,1
train3591,Numerical,Numerical,0
train3592,Numerical,Numerical,0
train3593,Binary,Categorical,0
train3594,Numerical,Numerical,0
train3595,Binary,Numerical,0
train3596,Numerical,Numerical,1
train3597,Numerical,Categorical,0
train3598,Numerical,Numerical,0
train3599,Numerical,Numerical,1
train3600,Numerical,Numerical,0
train3601,Numerical,Binary,1
train3602,Categorical,Numerical,1
train3603,Categorical,Numerical,0
train3604,Numerical,Numerical,0
